Jahr,Rubrik,Energietraeger,TJ
1981,Inlandproduktion,Erdölprodukte,keine Daten verfügbar
1981,Inlandproduktion,Fernwärme,keine Daten verfügbar
1981,Inlandproduktion,Gas,0
1981,Inlandproduktion,Holzenergie,25260
1981,Inlandproduktion,Kernbrennstoffe,keine Daten verfügbar
1981,Inlandproduktion,Kohle,0
1981,Inlandproduktion,Müll und Industrieabfälle,14040
1981,Inlandproduktion,Rohöl,0
1981,Inlandproduktion,Uebrige erneuerbare Energien,keine Daten verfügbar
1981,Inlandproduktion,Wasserkraft,129950
1981,Lagerveränderung,Elektrizität,keine Daten verfügbar
1981,Lagerveränderung,Erdölprodukte,13690
1981,Lagerveränderung,Fernwärme,keine Daten verfügbar
1981,Lagerveränderung,Gas,keine Daten verfügbar
1981,Lagerveränderung,Holzenergie,keine Daten verfügbar
1981,Lagerveränderung,Kernbrennstoffe,keine Daten verfügbar
1981,Lagerveränderung,Kohle,-8670
1981,Lagerveränderung,Müll und Industrieabfälle,keine Daten verfügbar
1981,Lagerveränderung,Rohöl,1130
1981,Lagerveränderung,Uebrige erneuerbare Energien,keine Daten verfügbar
1981,Lagerveränderung,Wasserkraft,keine Daten verfügbar
1981,Nichtenergetischer Verbrauch,Elektrizität,keine Daten verfügbar
1981,Nichtenergetischer Verbrauch,Erdölprodukte,-27760
1981,Nichtenergetischer Verbrauch,Fernwärme,keine Daten verfügbar
1981,Nichtenergetischer Verbrauch,Gas,keine Daten verfügbar
1981,Nichtenergetischer Verbrauch,Holzenergie,keine Daten verfügbar
1981,Nichtenergetischer Verbrauch,Kernbrennstoffe,keine Daten verfügbar
1981,Nichtenergetischer Verbrauch,Kohle,keine Daten verfügbar
1981,Nichtenergetischer Verbrauch,Müll und Industrieabfälle,keine Daten verfügbar
1981,Nichtenergetischer Verbrauch,Rohöl,keine Daten verfügbar
1981,Nichtenergetischer Verbrauch,Uebrige erneuerbare Energien,keine Daten verfügbar
1981,Nichtenergetischer Verbrauch,Wasserkraft,keine Daten verfügbar
1982,Bruttoverbrauch,Elektrizität,-38970
1982,Bruttoverbrauch,Erdölprodukte,318750
1982,Bruttoverbrauch,Fernwärme,0
1982,Bruttoverbrauch,Gas,41340
1982,Bruttoverbrauch,Holzenergie,24930
1982,Bruttoverbrauch,Kernbrennstoffe,155740
1982,Bruttoverbrauch,Kohle,18710
1982,Bruttoverbrauch,Müll und Industrieabfälle,16200
1982,Bruttoverbrauch,Rohöl,166050
1982,Bruttoverbrauch,Uebrige erneuerbare Energien,keine Daten verfügbar
1982,Bruttoverbrauch,Wasserkraft,133330
1982,"Eigenverbrauch des Energiesektors, Netzverluste, Verbrauch der Speicherungen",Elektrizität,-17030
1982,"Eigenverbrauch des Energiesektors, Netzverluste, Verbrauch der Speicherungen",Erdölprodukte,-7410
1982,"Eigenverbrauch des Energiesektors, Netzverluste, Verbrauch der Speicherungen",Fernwärme,-980
1982,"Eigenverbrauch des Energiesektors, Netzverluste, Verbrauch der Speicherungen",Gas,-1920
1982,"Eigenverbrauch des Energiesektors, Netzverluste, Verbrauch der Speicherungen",Holzenergie,keine Daten verfügbar
1982,"Eigenverbrauch des Energiesektors, Netzverluste, Verbrauch der Speicherungen",Kernbrennstoffe,keine Daten verfügbar
1982,"Eigenverbrauch des Energiesektors, Netzverluste, Verbrauch der Speicherungen",Kohle,keine Daten verfügbar
1982,"Eigenverbrauch des Energiesektors, Netzverluste, Verbrauch der Speicherungen",Müll und Industrieabfälle,keine Daten verfügbar
1982,"Eigenverbrauch des Energiesektors, Netzverluste, Verbrauch der Speicherungen",Rohöl,keine Daten verfügbar
1982,"Eigenverbrauch des Energiesektors, Netzverluste, Verbrauch der Speicherungen",Uebrige erneuerbare Energien,keine Daten verfügbar
1982,"Eigenverbrauch des Energiesektors, Netzverluste, Verbrauch der Speicherungen",Wasserkraft,keine Daten verfügbar
1982,Endverbrauch - Dienstleistungen,Elektrizität,36600
1982,Endverbrauch - Dienstleistungen,Erdölprodukte,66940
1982,Endverbrauch - Dienstleistungen,Fernwärme,4450
1982,Endverbrauch - Dienstleistungen,Gas,6920
1982,Endverbrauch - Dienstleistungen,Holzenergie,1110
1982,Endverbrauch - Dienstleistungen,Kernbrennstoffe,keine Daten verfügbar
1982,Endverbrauch - Dienstleistungen,Kohle,40
1982,Endverbrauch - Dienstleistungen,Müll und Industrieabfälle,0
1982,Endverbrauch - Dienstleistungen,Rohöl,keine Daten verfügbar
1982,Endverbrauch - Dienstleistungen,Uebrige erneuerbare Energien,keine Daten verfügbar
1982,Endverbrauch - Dienstleistungen,Wasserkraft,keine Daten verfügbar
1982,Endverbrauch - Haushalte,Elektrizität,35910
1982,Endverbrauch - Haushalte,Erdölprodukte,145530
1982,Endverbrauch - Haushalte,Fernwärme,2390
1982,Endverbrauch - Haushalte,Gas,13520
1982,Endverbrauch - Haushalte,Holzenergie,21710
1982,Endverbrauch - Haushalte,Kernbrennstoffe,keine Daten verfügbar
1982,Endverbrauch - Haushalte,Kohle,3190
1982,Endverbrauch - Haushalte,Müll und Industrieabfälle,0
1982,Endverbrauch - Haushalte,Rohöl,keine Daten verfügbar
1982,Endverbrauch - Haushalte,Uebrige erneuerbare Energien,keine Daten verfügbar
1982,Endverbrauch - Haushalte,Wasserkraft,keine Daten verfügbar
1982,Endverbrauch - Industrie,Elektrizität,49430
1982,Endverbrauch - Industrie,Erdölprodukte,49650
1982,Endverbrauch - Industrie,Fernwärme,1590
1982,Endverbrauch - Industrie,Gas,13520
1982,Endverbrauch - Industrie,Holzenergie,2110
1982,Endverbrauch - Industrie,Kernbrennstoffe,keine Daten verfügbar
1982,Endverbrauch - Industrie,Kohle,14560
1982,Endverbrauch - Industrie,Müll und Industrieabfälle,4880
1982,Endverbrauch - Industrie,Rohöl,keine Daten verfügbar
1982,Endverbrauch - Industrie,Uebrige erneuerbare Energien,keine Daten verfügbar
1982,Endverbrauch - Industrie,Wasserkraft,keine Daten verfügbar
1982,Endverbrauch - Statistische Differenz inkl. Landwirtschaft,Elektrizität,2760
1982,Endverbrauch - Statistische Differenz inkl. Landwirtschaft,Erdölprodukte,2820
1982,Endverbrauch - Statistische Differenz inkl. Landwirtschaft,Fernwärme,0
1982,Endverbrauch - Statistische Differenz inkl. Landwirtschaft,Gas,1480
1982,Endverbrauch - Statistische Differenz inkl. Landwirtschaft,Holzenergie,0
1982,Endverbrauch - Statistische Differenz inkl. Landwirtschaft,Kernbrennstoffe,keine Daten verfügbar
1982,Endverbrauch - Statistische Differenz inkl. Landwirtschaft,Kohle,0
1982,Endverbrauch - Statistische Differenz inkl. Landwirtschaft,Müll und Industrieabfälle,0
1982,Endverbrauch - Statistische Differenz inkl. Landwirtschaft,Rohöl,keine Daten verfügbar
1982,Endverbrauch - Statistische Differenz inkl. Landwirtschaft,Uebrige erneuerbare Energien,keine Daten verfügbar
1982,Endverbrauch - Statistische Differenz inkl. Landwirtschaft,Wasserkraft,keine Daten verfügbar
1982,Endverbrauch - Total,Elektrizität,132230
1982,Endverbrauch - Total,Erdölprodukte,448660
1982,Endverbrauch - Total,Fernwärme,8430
1982,Endverbrauch - Total,Gas,35830
1982,Endverbrauch - Total,Holzenergie,24930
1982,Endverbrauch - Total,Kernbrennstoffe,0
1982,Endverbrauch - Total,Kohle,17790
1982,Endverbrauch - Total,Müll und Industrieabfälle,4880
1982,Endverbrauch - Total,Rohöl,0
1982,Endverbrauch - Total,Uebrige erneuerbare Energien,keine Daten verfügbar
1982,Endverbrauch - Total,Wasserkraft,0
1982,Endverbrauch - Verkehr,Elektrizität,7530
1982,Endverbrauch - Verkehr,Erdölprodukte,183720
1982,Endverbrauch - Verkehr,Fernwärme,keine Daten verfügbar
1982,Endverbrauch - Verkehr,Gas,390
1982,Endverbrauch - Verkehr,Holzenergie,keine Daten verfügbar
1982,Endverbrauch - Verkehr,Kernbrennstoffe,keine Daten verfügbar
1982,Endverbrauch - Verkehr,Kohle,keine Daten verfügbar
1982,Endverbrauch - Verkehr,Müll und Industrieabfälle,keine Daten verfügbar
1982,Endverbrauch - Verkehr,Rohöl,keine Daten verfügbar
1982,Endverbrauch - Verkehr,Uebrige erneuerbare Energien,keine Daten verfügbar
1982,Endverbrauch - Verkehr,Wasserkraft,keine Daten verfügbar
1982,Energieumwandlung - Diverse Erneuerbare,Elektrizität,keine Daten verfügbar
1982,Energieumwandlung - Diverse Erneuerbare,Erdölprodukte,keine Daten verfügbar
1982,Energieumwandlung - Diverse Erneuerbare,Fernwärme,0
1982,Energieumwandlung - Diverse Erneuerbare,Gas,keine Daten verfügbar
1982,Energieumwandlung - Diverse Erneuerbare,Holzenergie,0
1982,Energieumwandlung - Diverse Erneuerbare,Kernbrennstoffe,keine Daten verfügbar
1982,Energieumwandlung - Diverse Erneuerbare,Kohle,keine Daten verfügbar
1982,Energieumwandlung - Diverse Erneuerbare,Müll und Industrieabfälle,keine Daten verfügbar
1982,Energieumwandlung - Diverse Erneuerbare,Rohöl,keine Daten verfügbar
1982,Energieumwandlung - Diverse Erneuerbare,Uebrige erneuerbare Energien,keine Daten verfügbar
1982,Energieumwandlung - Diverse Erneuerbare,Wasserkraft,keine Daten verfügbar
1982,Energieumwandlung - Gaswerke,Elektrizität,keine Daten verfügbar
1982,Energieumwandlung - Gaswerke,Erdölprodukte,-590
1982,Energieumwandlung - Gaswerke,Fernwärme,keine Daten verfügbar
1982,Energieumwandlung - Gaswerke,Gas,460
1982,Energieumwandlung - Gaswerke,Holzenergie,keine Daten verfügbar
1982,Energieumwandlung - Gaswerke,Kernbrennstoffe,keine Daten verfügbar
1982,Energieumwandlung - Gaswerke,Kohle,keine Daten verfügbar
1982,Energieumwandlung - Gaswerke,Müll und Industrieabfälle,keine Daten verfügbar
1982,Energieumwandlung - Gaswerke,Rohöl,keine Daten verfügbar
1982,Energieumwandlung - Gaswerke,Uebrige erneuerbare Energien,keine Daten verfügbar
1982,Energieumwandlung - Gaswerke,Wasserkraft,keine Daten verfügbar
1982,Energieumwandlung - Kernkraftwerke,Elektrizität,51390
1982,Energieumwandlung - Kernkraftwerke,Erdölprodukte,keine Daten verfügbar
1982,Energieumwandlung - Kernkraftwerke,Fernwärme,490
1982,Energieumwandlung - Kernkraftwerke,Gas,keine Daten verfügbar
1982,Energieumwandlung - Kernkraftwerke,Holzenergie,keine Daten verfügbar
1982,Energieumwandlung - Kernkraftwerke,Kernbrennstoffe,-155740
1982,Energieumwandlung - Kernkraftwerke,Kohle,keine Daten verfügbar
1982,Energieumwandlung - Kernkraftwerke,Müll und Industrieabfälle,keine Daten verfügbar
1982,Energieumwandlung - Kernkraftwerke,Rohöl,keine Daten verfügbar
1982,Energieumwandlung - Kernkraftwerke,Uebrige erneuerbare Energien,keine Daten verfügbar
1982,Energieumwandlung - Kernkraftwerke,Wasserkraft,keine Daten verfügbar
1982,Energieumwandlung - Raffinerien,Elektrizität,keine Daten verfügbar
1982,Energieumwandlung - Raffinerien,Erdölprodukte,164540
1982,Energieumwandlung - Raffinerien,Fernwärme,keine Daten verfügbar
1982,Energieumwandlung - Raffinerien,Gas,keine Daten verfügbar
1982,Energieumwandlung - Raffinerien,Holzenergie,keine Daten verfügbar
1982,Energieumwandlung - Raffinerien,Kernbrennstoffe,keine Daten verfügbar
1982,Energieumwandlung - Raffinerien,Kohle,keine Daten verfügbar
1982,Energieumwandlung - Raffinerien,Müll und Industrieabfälle,keine Daten verfügbar
1982,Energieumwandlung - Raffinerien,Rohöl,-166050
1982,Energieumwandlung - Raffinerien,Uebrige erneuerbare Energien,keine Daten verfügbar
1982,Energieumwandlung - Raffinerien,Wasserkraft,keine Daten verfügbar
1982,Energieumwandlung - Wasserkraftwerke,Elektrizität,133330
1982,Energieumwandlung - Wasserkraftwerke,Erdölprodukte,keine Daten verfügbar
1982,Energieumwandlung - Wasserkraftwerke,Fernwärme,keine Daten verfügbar
1982,Energieumwandlung - Wasserkraftwerke,Gas,keine Daten verfügbar
1982,Energieumwandlung - Wasserkraftwerke,Holzenergie,keine Daten verfügbar
1982,Energieumwandlung - Wasserkraftwerke,Kernbrennstoffe,keine Daten verfügbar
1982,Energieumwandlung - Wasserkraftwerke,Kohle,keine Daten verfügbar
1982,Energieumwandlung - Wasserkraftwerke,Müll und Industrieabfälle,keine Daten verfügbar
1982,Energieumwandlung - Wasserkraftwerke,Rohöl,keine Daten verfügbar
1982,Energieumwandlung - Wasserkraftwerke,Uebrige erneuerbare Energien,keine Daten verfügbar
1982,Energieumwandlung - Wasserkraftwerke,Wasserkraft,-133330
1982,"Energieumwandlung - konventionell-thermische Kraft-, Fernheiz- und Fernheizkraftwerke",Elektrizität,3510
1982,"Energieumwandlung - konventionell-thermische Kraft-, Fernheiz- und Fernheizkraftwerke",Erdölprodukte,-5950
1982,"Energieumwandlung - konventionell-thermische Kraft-, Fernheiz- und Fernheizkraftwerke",Fernwärme,8920
1982,"Energieumwandlung - konventionell-thermische Kraft-, Fernheiz- und Fernheizkraftwerke",Gas,-4050
1982,"Energieumwandlung - konventionell-thermische Kraft-, Fernheiz- und Fernheizkraftwerke",Holzenergie,0
1982,"Energieumwandlung - konventionell-thermische Kraft-, Fernheiz- und Fernheizkraftwerke",Kernbrennstoffe,keine Daten verfügbar
1982,"Energieumwandlung - konventionell-thermische Kraft-, Fernheiz- und Fernheizkraftwerke",Kohle,-920
1982,"Energieumwandlung - konventionell-thermische Kraft-, Fernheiz- und Fernheizkraftwerke",Müll und Industrieabfälle,-11320
1982,"Energieumwandlung - konventionell-thermische Kraft-, Fernheiz- und Fernheizkraftwerke",Rohöl,keine Daten verfügbar
1982,"Energieumwandlung - konventionell-thermische Kraft-, Fernheiz- und Fernheizkraftwerke",Uebrige erneuerbare Energien,keine Daten verfügbar
1982,"Energieumwandlung - konventionell-thermische Kraft-, Fernheiz- und Fernheizkraftwerke",Wasserkraft,keine Daten verfügbar
1982,Export,Elektrizität,-71520
1982,Export,Erdölprodukte,-3140
1982,Export,Fernwärme,keine Daten verfügbar
1982,Export,Gas,keine Daten verfügbar
1982,Export,Holzenergie,keine Daten verfügbar
1982,Export,Kernbrennstoffe,keine Daten verfügbar
1982,Export,Kohle,0
1982,Export,Müll und Industrieabfälle,keine Daten verfügbar
1982,Export,Rohöl,keine Daten verfügbar
1982,Export,Uebrige erneuerbare Energien,keine Daten verfügbar
1982,Export,Wasserkraft,keine Daten verfügbar
1982,Import,Elektrizität,32550
1982,Import,Erdölprodukte,297560
1982,Import,Fernwärme,keine Daten verfügbar
1982,Import,Gas,41340
1982,Import,Holzenergie,280
1982,Import,Kernbrennstoffe,155740
1982,Import,Kohle,17130
1982,Import,Müll und Industrieabfälle,keine Daten verfügbar
1982,Import,Rohöl,166090
1982,Import,Uebrige erneuerbare Energien,keine Daten verfügbar
1982,Import,Wasserkraft,keine Daten verfügbar
1982,Inlandproduktion,Elektrizität,keine Daten verfügbar
1982,Inlandproduktion,Erdölprodukte,keine Daten verfügbar
1982,Inlandproduktion,Fernwärme,keine Daten verfügbar
1982,Inlandproduktion,Gas,0
1982,Inlandproduktion,Holzenergie,24650
1982,Inlandproduktion,Kernbrennstoffe,keine Daten verfügbar
1982,Inlandproduktion,Kohle,0
1982,Inlandproduktion,Müll und Industrieabfälle,16200
1982,Inlandproduktion,Rohöl,0
1982,Inlandproduktion,Uebrige erneuerbare Energien,keine Daten verfügbar
1982,Inlandproduktion,Wasserkraft,133330
1982,Lagerveränderung,Elektrizität,keine Daten verfügbar
1982,Lagerveränderung,Erdölprodukte,24330
1982,Lagerveränderung,Fernwärme,keine Daten verfügbar
1982,Lagerveränderung,Gas,keine Daten verfügbar
1982,Lagerveränderung,Holzenergie,keine Daten verfügbar
1982,Lagerveränderung,Kernbrennstoffe,keine Daten verfügbar
1982,Lagerveränderung,Kohle,1580
1982,Lagerveränderung,Müll und Industrieabfälle,keine Daten verfügbar
1982,Lagerveränderung,Rohöl,-40
1982,Lagerveränderung,Uebrige erneuerbare Energien,keine Daten verfügbar
1982,Lagerveränderung,Wasserkraft,keine Daten verfügbar
1982,Nichtenergetischer Verbrauch,Elektrizität,keine Daten verfügbar
1982,Nichtenergetischer Verbrauch,Erdölprodukte,-20680
1982,Nichtenergetischer Verbrauch,Fernwärme,keine Daten verfügbar
1982,Nichtenergetischer Verbrauch,Gas,keine Daten verfügbar
1982,Nichtenergetischer Verbrauch,Holzenergie,keine Daten verfügbar
1982,Nichtenergetischer Verbrauch,Kernbrennstoffe,keine Daten verfügbar
1982,Nichtenergetischer Verbrauch,Kohle,keine Daten verfügbar
1982,Nichtenergetischer Verbrauch,Müll und Industrieabfälle,keine Daten verfügbar
1982,Nichtenergetischer Verbrauch,Rohöl,keine Daten verfügbar
1982,Nichtenergetischer Verbrauch,Uebrige erneuerbare Energien,keine Daten verfügbar
1982,Nichtenergetischer Verbrauch,Wasserkraft,keine Daten verfügbar
1983,Bruttoverbrauch,Elektrizität,-33280
1983,Bruttoverbrauch,Erdölprodukte,317840
1983,Bruttoverbrauch,Fernwärme,0
1983,Bruttoverbrauch,Gas,45450
1983,Bruttoverbrauch,Holzenergie,25340
1983,Bruttoverbrauch,Kernbrennstoffe,161680
1983,Bruttoverbrauch,Kohle,16330
1983,Bruttoverbrauch,Müll und Industrieabfälle,16040
1983,Bruttoverbrauch,Rohöl,176390
1983,Bruttoverbrauch,Uebrige erneuerbare Energien,keine Daten verfügbar
1983,Bruttoverbrauch,Wasserkraft,129610
1983,"Eigenverbrauch des Energiesektors, Netzverluste, Verbrauch der Speicherungen",Elektrizität,-16580
1983,"Eigenverbrauch des Energiesektors, Netzverluste, Verbrauch der Speicherungen",Erdölprodukte,-7620
1983,"Eigenverbrauch des Energiesektors, Netzverluste, Verbrauch der Speicherungen",Fernwärme,-1000
1983,"Eigenverbrauch des Energiesektors, Netzverluste, Verbrauch der Speicherungen",Gas,-1970
1983,"Eigenverbrauch des Energiesektors, Netzverluste, Verbrauch der Speicherungen",Holzenergie,keine Daten verfügbar
1983,"Eigenverbrauch des Energiesektors, Netzverluste, Verbrauch der Speicherungen",Kernbrennstoffe,keine Daten verfügbar
1983,"Eigenverbrauch des Energiesektors, Netzverluste, Verbrauch der Speicherungen",Kohle,keine Daten verfügbar
1983,"Eigenverbrauch des Energiesektors, Netzverluste, Verbrauch der Speicherungen",Müll und Industrieabfälle,keine Daten verfügbar
1983,"Eigenverbrauch des Energiesektors, Netzverluste, Verbrauch der Speicherungen",Rohöl,keine Daten verfügbar
1983,"Eigenverbrauch des Energiesektors, Netzverluste, Verbrauch der Speicherungen",Uebrige erneuerbare Energien,keine Daten verfügbar
1983,"Eigenverbrauch des Energiesektors, Netzverluste, Verbrauch der Speicherungen",Wasserkraft,keine Daten verfügbar
1983,Endverbrauch - Dienstleistungen,Elektrizität,38340
1983,Endverbrauch - Dienstleistungen,Erdölprodukte,66990
1983,Endverbrauch - Dienstleistungen,Fernwärme,4090
1983,Endverbrauch - Dienstleistungen,Gas,8930
1983,Endverbrauch - Dienstleistungen,Holzenergie,1120
1983,Endverbrauch - Dienstleistungen,Kernbrennstoffe,keine Daten verfügbar
1983,Endverbrauch - Dienstleistungen,Kohle,80
1983,Endverbrauch - Dienstleistungen,Müll und Industrieabfälle,0
1983,Endverbrauch - Dienstleistungen,Rohöl,keine Daten verfügbar
1983,Endverbrauch - Dienstleistungen,Uebrige erneuerbare Energien,keine Daten verfügbar
1983,Endverbrauch - Dienstleistungen,Wasserkraft,keine Daten verfügbar
1983,Endverbrauch - Haushalte,Elektrizität,37620
1983,Endverbrauch - Haushalte,Erdölprodukte,151740
1983,Endverbrauch - Haushalte,Fernwärme,2930
1983,Endverbrauch - Haushalte,Gas,15710
1983,Endverbrauch - Haushalte,Holzenergie,21970
1983,Endverbrauch - Haushalte,Kernbrennstoffe,keine Daten verfügbar
1983,Endverbrauch - Haushalte,Kohle,2500
1983,Endverbrauch - Haushalte,Müll und Industrieabfälle,0
1983,Endverbrauch - Haushalte,Rohöl,keine Daten verfügbar
1983,Endverbrauch - Haushalte,Uebrige erneuerbare Energien,keine Daten verfügbar
1983,Endverbrauch - Haushalte,Wasserkraft,keine Daten verfügbar
1983,Endverbrauch - Industrie,Elektrizität,49940
1983,Endverbrauch - Industrie,Erdölprodukte,46710
1983,Endverbrauch - Industrie,Fernwärme,1590
